age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
55,admin.,married,university.degree,no,no,yes,telephone,jul,fri,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
52,management,married,basic.4y,no,no,no,telephone,jun,tue,5,-1,0,nonexistent,94.465,-41.8,4.958,0,0
41,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,technician,married,professional.course,no,no,yes,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.966,0,0
30,admin.,married,high.school,no,yes,yes,cellular,may,mon,9,-1,0,nonexistent,92.893,-46.2,1.299,0,0
57,management,married,basic.9y,no,no,no,cellular,jul,tue,5,-1,0,nonexistent,93.918,-42.7,4.961,0,0
31,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
36,self-employed,single,basic.6y,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
34,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,8,-1,0,nonexistent,93.444,-36.1,4.964,0,0
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
54,technician,divorced,university.degree,no,no,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.334,0,0
44,technician,single,professional.course,unknown,no,no,telephone,may,mon,6,-1,0,nonexistent,93.994,-36.4,4.858,0,0
49,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
36,management,single,university.degree,no,yes,no,cellular,jul,wed,5,-1,0,nonexistent,93.918,-42.7,4.957,0,0
29,admin.,married,basic.9y,no,no,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
48,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
45,admin.,married,high.school,no,no,yes,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.855,0,0
32,technician,married,university.degree,no,yes,no,cellular,aug,tue,2,-1,0,nonexistent,93.444,-36.1,4.966,0,0
40,management,single,high.school,no,no,no,cellular,jul,wed,4,-1,0,nonexistent,93.918,-42.7,4.963,0,0
36,blue-collar,married,unknown,no,no,no,cellular,may,thu,4,-1,1,failure,92.893,-46.2,1.327,0,0
45,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,2,-1,0,nonexistent,93.2,-42.0,4.12,0,0
42,self-employed,divorced,professional.course,no,yes,no,cellular,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
31,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
35,services,married,high.school,unknown,yes,no,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.334,0,0
27,blue-collar,single,basic.9y,unknown,yes,yes,cellular,jul,wed,4,-1,0,nonexistent,93.918,-42.7,4.963,0,0
40,admin.,married,high.school,unknown,no,no,telephone,jun,tue,5,-1,0,nonexistent,94.465,-41.8,4.961,0,0
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,5,-1,0,nonexistent,92.893,-46.2,1.291,0,0
35,unemployed,divorced,basic.4y,no,yes,yes,telephone,jun,tue,3,-1,0,nonexistent,94.465,-41.8,4.961,0,0
41,unemployed,divorced,university.degree,unknown,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
38,services,married,basic.9y,no,yes,no,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.41,0,0
56,retired,married,basic.4y,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
42,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
29,management,married,university.degree,no,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
57,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,2,-1,0,nonexistent,92.893,-46.2,1.354,0,0
36,admin.,single,high.school,no,no,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
61,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,1,3,2,success,93.876,-40.0,0.695,1,1
52,unknown,married,professional.course,unknown,yes,no,telephone,jun,tue,2,-1,0,nonexistent,92.963,-40.8,1.262,0,0
42,admin.,divorced,university.degree,no,yes,yes,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
42,admin.,married,unknown,no,no,no,cellular,nov,mon,1,-1,1,failure,93.2,-42.0,4.191,0,0
49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,1
45,technician,married,professional.course,unknown,no,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
31,housemaid,single,high.school,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
31,technician,single,university.degree,no,yes,no,telephone,apr,tue,2,-1,0,nonexistent,93.075,-47.1,1.405,0,1
41,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
47,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,4,-1,0,nonexistent,94.465,-41.8,4.864,0,0
49,admin.,single,university.degree,no,yes,no,telephone,jul,thu,10,-1,0,nonexistent,93.918,-42.7,4.958,0,0
31,services,married,high.school,no,no,yes,cellular,may,tue,3,-1,1,failure,92.893,-46.2,1.344,0,0
44,blue-collar,single,high.school,unknown,no,no,telephone,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
25,student,single,university.degree,no,no,yes,cellular,jun,thu,1,-1,0,nonexistent,92.963,-40.8,1.26,0,1
42,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,2,-1,0,nonexistent,92.893,-46.2,1.281,0,0
27,blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,1,-1,2,failure,92.649,-30.1,0.72,0,1
38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,4,-1,0,nonexistent,93.994,-36.4,4.859,0,0
48,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
54,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,27,-1,0,nonexistent,93.918,-42.7,4.968,0,0
59,technician,single,basic.6y,no,no,no,telephone,aug,tue,1,-1,0,nonexistent,92.201,-31.4,0.883,0,0
55,retired,married,professional.course,no,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
41,blue-collar,divorced,basic.9y,no,yes,no,telephone,nov,tue,2,-1,0,nonexistent,93.2,-42.0,4.153,0,0
28,admin.,single,high.school,no,no,no,cellular,jun,wed,1,-1,0,nonexistent,92.963,-40.8,1.26,0,1
47,management,married,basic.4y,unknown,no,no,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.959,0,0
31,self-employed,married,university.degree,no,no,yes,telephone,may,thu,6,-1,0,nonexistent,93.994,-36.4,4.86,0,0
44,technician,married,professional.course,unknown,no,no,telephone,may,thu,5,-1,0,nonexistent,93.994,-36.4,4.86,0,0
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
31,technician,single,professional.course,no,no,no,cellular,may,tue,2,-1,1,failure,92.893,-46.2,1.291,0,0
36,services,married,high.school,unknown,no,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
26,services,single,high.school,no,yes,no,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.327,0,0
44,technician,married,professional.course,no,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.968,0,0
29,technician,unknown,high.school,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
41,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.865,0,0
40,services,married,high.school,no,yes,no,telephone,oct,tue,1,-1,1,failure,93.798,-40.4,4.968,0,1
29,technician,single,high.school,no,no,no,cellular,aug,mon,9,-1,0,nonexistent,93.444,-36.1,4.963,0,0
28,technician,single,high.school,no,yes,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
34,admin.,married,high.school,unknown,no,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.957,0,0
42,technician,married,high.school,no,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,11,1,success,92.893,-46.2,1.334,1,0
28,management,married,university.degree,no,yes,no,telephone,jun,wed,1,-1,0,nonexistent,94.465,-41.8,4.962,0,1
55,technician,single,professional.course,no,yes,yes,cellular,mar,mon,2,-1,0,nonexistent,92.843,-50.0,1.703,0,1
31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,2,-1,1,failure,92.893,-46.2,1.266,0,0
34,blue-collar,divorced,high.school,no,yes,no,telephone,oct,thu,1,-1,0,nonexistent,93.798,-40.4,4.794,0,1
42,blue-collar,divorced,high.school,no,no,yes,telephone,jun,thu,7,-1,0,nonexistent,94.465,-41.8,4.866,0,0
35,admin.,married,university.degree,no,yes,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
45,technician,married,professional.course,no,yes,no,telephone,may,tue,4,-1,0,nonexistent,93.994,-36.4,4.857,0,0
38,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,3,-1,0,nonexistent,93.2,-42.0,4.076,0,1
37,housemaid,married,high.school,no,no,yes,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.959,0,0
30,technician,married,university.degree,no,yes,no,telephone,nov,thu,5,-1,0,nonexistent,93.2,-42.0,4.076,0,0
30,self-employed,married,university.degree,no,no,no,cellular,jun,mon,4,-1,0,nonexistent,94.055,-39.8,0.72,0,1
34,entrepreneur,married,unknown,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
39,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,2,-1,1,failure,92.893,-46.2,1.334,0,0
39,admin.,married,university.degree,no,yes,no,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.968,0,0
37,management,married,university.degree,no,no,yes,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.266,0,0
78,retired,married,high.school,no,yes,no,cellular,may,mon,2,3,2,failure,92.893,-46.2,1.264,1,0
38,admin.,married,university.degree,no,no,no,telephone,may,wed,4,-1,0,nonexistent,93.994,-36.4,4.858,0,0
34,entrepreneur,married,professional.course,no,no,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
35,blue-collar,married,basic.4y,no,no,no,telephone,mar,mon,3,-1,1,failure,93.369,-34.8,0.635,0,1
55,housemaid,divorced,unknown,unknown,no,no,cellular,jul,thu,5,-1,0,nonexistent,93.918,-42.7,4.958,0,0
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
30,management,married,university.degree,no,yes,no,cellular,apr,fri,4,-1,1,failure,93.749,-34.6,0.663,0,0
46,admin.,married,high.school,no,yes,no,telephone,may,wed,3,-1,0,nonexistent,93.994,-36.4,4.859,0,0
31,technician,married,university.degree,no,yes,yes,cellular,aug,thu,3,-1,0,nonexistent,93.444,-36.1,4.968,0,0
41,services,married,university.degree,no,yes,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
57,services,divorced,high.school,unknown,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
36,technician,single,professional.course,no,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
32,blue-collar,married,professional.course,no,yes,no,cellular,apr,thu,2,-1,0,nonexistent,93.075,-47.1,1.365,0,1
52,management,married,basic.4y,no,yes,no,cellular,may,tue,3,-1,0,nonexistent,92.893,-46.2,1.344,0,0
36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,1,-1,0,nonexistent,93.918,-42.7,4.96,0,0
36,services,married,high.school,no,no,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
29,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
38,blue-collar,single,university.degree,unknown,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
42,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,4,-1,0,nonexistent,94.465,-41.8,4.96,0,0
58,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
28,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
44,management,married,high.school,unknown,no,yes,telephone,jul,mon,5,-1,0,nonexistent,93.918,-42.7,4.962,0,0
35,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,12,-1,0,nonexistent,94.465,-41.8,4.959,0,0
31,blue-collar,divorced,basic.9y,no,no,no,cellular,nov,wed,3,-1,0,nonexistent,93.2,-42.0,4.12,0,0
34,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,7,-1,1,failure,92.893,-46.2,1.25,0,0
25,services,married,high.school,no,yes,no,telephone,jun,mon,9,-1,0,nonexistent,94.465,-41.8,4.961,0,0
47,entrepreneur,married,university.degree,no,yes,yes,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.97,0,0
57,management,married,university.degree,no,no,yes,telephone,jun,fri,4,-1,0,nonexistent,94.465,-41.8,4.959,0,0
35,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,5,-1,0,nonexistent,93.918,-42.7,4.958,0,0
21,services,single,high.school,no,yes,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.266,0,0
53,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,mon,4,-1,0,nonexistent,93.2,-42.0,4.191,0,0
47,admin.,single,university.degree,no,no,no,cellular,oct,mon,3,-1,0,nonexistent,94.601,-49.5,1.0,0,1
48,blue-collar,married,basic.4y,no,yes,no,cellular,aug,fri,6,-1,0,nonexistent,93.444,-36.1,4.963,0,0
49,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,4,-1,0,nonexistent,93.918,-42.7,4.962,0,0
57,technician,single,professional.course,no,yes,yes,cellular,aug,tue,4,-1,0,nonexistent,93.444,-36.1,4.965,0,0
45,services,divorced,high.school,unknown,no,no,cellular,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.334,0,0
28,blue-collar,married,high.school,no,no,no,telephone,jun,thu,4,-1,0,nonexistent,94.465,-41.8,4.961,0,0
60,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.96,0,0
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
32,blue-collar,married,professional.course,no,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
25,student,single,university.degree,no,no,no,cellular,aug,thu,1,-1,0,nonexistent,92.201,-31.4,0.851,0,0
43,management,married,university.degree,unknown,no,no,cellular,may,tue,2,-1,1,failure,92.893,-46.2,1.344,0,0
41,technician,single,university.degree,unknown,yes,yes,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
48,management,married,university.degree,no,no,no,cellular,aug,tue,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
56,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
55,housemaid,married,basic.4y,unknown,no,no,telephone,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
29,technician,single,professional.course,no,no,no,cellular,aug,wed,4,-1,0,nonexistent,93.444,-36.1,4.964,0,0
43,management,married,university.degree,no,yes,no,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.334,0,0
47,technician,divorced,university.degree,no,no,no,cellular,may,fri,3,-1,1,failure,92.893,-46.2,1.25,0,0
42,retired,divorced,illiterate,no,no,no,telephone,aug,wed,3,-1,0,nonexistent,92.201,-31.4,0.834,0,1
29,management,married,university.degree,no,no,no,cellular,nov,wed,1,-1,1,failure,93.2,-42.0,4.12,0,0
31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
36,technician,single,professional.course,no,yes,no,telephone,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
41,admin.,single,university.degree,unknown,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
39,services,married,high.school,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
43,management,married,basic.6y,unknown,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,5,-1,0,nonexistent,93.918,-42.7,4.962,0,0
54,retired,married,high.school,no,yes,no,cellular,nov,tue,1,-1,0,nonexistent,93.2,-42.0,4.153,0,0
36,services,single,basic.6y,unknown,yes,no,telephone,may,fri,5,-1,0,nonexistent,93.994,-36.4,4.857,0,0
39,admin.,married,professional.course,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
37,admin.,married,university.degree,no,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
31,technician,married,professional.course,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.858,0,0
31,technician,single,high.school,no,yes,yes,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
57,technician,married,basic.9y,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
32,services,married,high.school,unknown,no,yes,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.957,0,0
58,retired,married,basic.4y,no,yes,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.856,0,0
30,admin.,married,university.degree,no,yes,no,cellular,jun,thu,2,4,1,success,92.963,-40.8,1.26,1,1
45,technician,married,basic.9y,unknown,no,no,cellular,nov,fri,1,-1,0,nonexistent,93.2,-42.0,4.021,0,0
37,blue-collar,divorced,high.school,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
34,admin.,married,high.school,no,no,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
33,management,single,university.degree,no,no,yes,telephone,may,fri,11,-1,0,nonexistent,93.994,-36.4,4.859,0,0
33,services,single,high.school,no,yes,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.281,0,0
48,admin.,married,professional.course,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
28,technician,married,basic.9y,no,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.961,0,0
56,blue-collar,married,basic.4y,no,yes,no,cellular,mar,fri,1,-1,0,nonexistent,92.843,-50.0,1.531,0,1
30,blue-collar,single,basic.9y,no,no,yes,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
32,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,3,-1,0,nonexistent,93.444,-36.1,4.963,0,0
54,retired,married,basic.4y,no,no,no,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.86,0,0
37,services,single,basic.6y,no,yes,no,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.281,0,0
31,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.266,0,0
30,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.964,0,0
38,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
28,admin.,single,high.school,no,yes,no,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
44,entrepreneur,married,university.degree,unknown,no,yes,cellular,jul,thu,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
43,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.961,0,0
37,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.855,0,0
40,admin.,divorced,basic.6y,unknown,no,yes,telephone,jun,wed,3,-1,0,nonexistent,94.465,-41.8,4.864,0,0
29,services,married,high.school,no,yes,no,telephone,may,mon,6,-1,1,failure,92.893,-46.2,1.244,0,0
31,blue-collar,married,professional.course,unknown,no,no,cellular,jul,fri,3,-1,0,nonexistent,93.918,-42.7,4.963,0,0
39,admin.,married,high.school,no,yes,no,cellular,jun,tue,2,-1,1,failure,94.055,-39.8,0.702,0,0
53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.963,0,0
35,admin.,married,unknown,unknown,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
36,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.281,0,0
32,services,single,high.school,no,no,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.354,0,0
19,student,single,basic.6y,no,no,no,cellular,mar,tue,1,-1,0,nonexistent,92.843,-50.0,1.556,0,1
30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,1,-1,0,nonexistent,94.465,-41.8,4.866,0,0
42,services,married,basic.6y,no,no,no,cellular,nov,thu,3,-1,0,nonexistent,93.2,-42.0,4.076,0,0
42,blue-collar,single,unknown,no,no,no,cellular,apr,fri,2,-1,0,nonexistent,93.075,-47.1,1.405,0,0
24,student,single,high.school,no,no,no,cellular,aug,thu,1,-1,0,nonexistent,92.201,-31.4,0.883,0,1
56,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.96,0,0
38,entrepreneur,married,professional.course,no,yes,no,cellular,nov,wed,3,-1,0,nonexistent,93.2,-42.0,4.12,0,0
29,admin.,single,university.degree,no,no,no,cellular,jul,thu,14,-1,0,nonexistent,93.918,-42.7,4.968,0,0
49,unemployed,married,high.school,unknown,yes,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
46,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,5,-1,0,nonexistent,93.918,-42.7,4.961,0,0
30,admin.,single,high.school,no,no,no,cellular,jul,wed,3,-1,0,nonexistent,93.918,-42.7,4.963,0,0
